name,degree,EffectiveSize,Constraint,effciency,hierarhcy,degreeCentrality,closeness,Eigenvector,informationCentrality,betweenCentrality,size,ties,pairs,density,twostepReach,ReachEffic,Broker,nBrock,EgoBetw,nEgoBetw,nWeakComp,pWeakComp,number_of-nodes,number_of_edges,density,inwardlink,outwardlink,inward_type,outward_type,inward_cross,outward_cross,number_alllink,number_alltype,number_allcross,priority,hasComment,length,averfixtime_priority,all_open,7days_open,30days_open,halfYear_open,oneYear_open,all_fix,7days_fix,30days_fix,halfYear_fix,OneYear_fix,avefixtime,avefixtime_7day,avefixtime_30day,avefixtime_halfYear,avefixtime_OneYear,overall_popularity,recent_popularity,relative_popularity,reporter_mean_fix_time,open_bug_reporter,time_diff
HBASE-1264,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,37,21.64112269,15,1,8,15,15,44,6,19,44,44,5.524861637,5.878425926,10.53151803,5.524861637,5.524861637,0,0,0,0,0,58.05449074
HBASE-1267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,64,3.273771495,16,1,9,16,16,44,3,19,44,44,5.524861637,2.530150463,10.53151803,5.524861637,5.524861637,0.6,0.6,1,1.500756173,2,0.33662037
HBASE-1268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,48,3.273771495,17,2,10,17,17,44,3,19,44,44,5.524861637,2.530150463,10.53151803,5.524861637,5.524861637,1,1,1,0.264789352,0,0.279953704
HBASE-1270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,7,21.64112269,16,1,8,16,16,46,5,21,46,46,5.298054046,1.641405093,9.557876984,5.298054046,5.298054046,1,1,1,0.267316744,0,0.023935185
HBASE-1272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2.200505401,16,1,8,16,16,47,6,22,47,47,5.185838751,1.371826775,9.124515993,5.185838751,5.185838751,0.764705882,0.764705882,1,8.987873041,4,62.50725694
HBASE-1274,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,75,16.23682581,17,2,9,17,17,47,6,22,47,47,5.185838751,1.371826775,9.124515993,5.185838751,5.185838751,1,1,1,0.23254795,0,3.500474537
HBASE-1275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,19,3.015903281,18,3,10,18,18,47,6,22,47,47,5.185838751,1.371826775,9.124515993,5.185838751,5.185838751,0.666666667,0.666666667,1,1.209722222,2,0.036226852
HBASE-1276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,70,3.015903281,19,4,11,19,19,47,6,22,47,47,5.185838751,1.371826775,9.124515993,5.185838751,5.185838751,0.571428571,0.571428571,1,1.209722222,3,208.4461111
HBASE-1277,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,39,3.015903281,20,5,12,20,20,47,6,22,47,47,5.185838751,1.371826775,9.124515993,5.185838751,5.185838751,0,0,0,0,0,0.008587963
HBASE-1279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,147,2.776423611,19,4,11,19,19,49,8,24,49,49,4.975086451,1.034471933,8.366006944,4.975086451,4.975086451,1,1,1,1.211663773,0,45.15737269
HBASE-1282,1,0,0,0,1,1,1,0.999999005,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,1,0,1,0,0,0,1,1,0,3,1,41,2.776423611,19,5,12,19,19,50,6,25,50,50,6.4313625,13.07903549,11.14292222,6.4313625,6.4313625,0.666666667,0.666666667,1,20.11009259,2,4.282974537
HBASE-1284,1,1,1,1,1,1,0,0.001410436,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,0,1,0,1,0,0,1,1,0,3,1,29,2.776423611,19,4,10,19,19,51,7,26,51,51,6.373894109,11.71066964,10.84898193,6.373894109,6.373894109,0.571428571,0.571428571,1,20.11009259,3,1.572777778
HBASE-1287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,132,2.730129541,19,4,10,19,19,52,8,27,52,52,6.281564948,10.44343316,10.50541881,6.281564948,6.281564948,1,1,1,4.697407407,0,30.43984954
